_id,SL No,Ward No,Ward Name,Bus Stops,LATITUDE,LONGITUDE
615,615,Outside BBMP Limits,Outside BBMP Limits,"Vajrakatte Palya,IN FRONT OF MILK DAIRY",13.157848,77.381362
616,616,Outside BBMP Limits,Outside BBMP Limits,"BolaMaranahalli,BOLAMARANAHALLI,IN FRONT OF GOVT. PRIMARY SCHOOL",13.159398,77.397914
617,617,Outside BBMP Limits,Outside BBMP Limits,"Byrashettyhalli,BYRASHETTIHALLI,IN FRONT OF GOVT. PRIMARY SCHOOL",13.156487,77.403499
618,618,Outside BBMP Limits,Outside BBMP Limits,"Byranayakana Halli College,BYRANAKANAHALLI,IN FRONT OF SHIVAKUMARA SWAMIJI POLYTECHNIC COLLEGE",13.207158,77.378662
619,619,Outside BBMP Limits,Outside BBMP Limits,"Byranayakana Halli Railway Bridge,BYRANAKANAHALLI,IN FRONT OF JYOTHI SWEETS",13.194483,77.381723
620,620,Outside BBMP Limits,Outside BBMP Limits,"Chikkanahalli,CHIKKANAHALLI,IN FRONT OF ANGANAWADI KENDRA",13.183688,77.384323
621,621,Outside BBMP Limits,Outside BBMP Limits,"Chikkanahalli Bande,CHIKKANAHALLI BANDE,IN FRONT OF PROVISION STORE",13.1794,77.390149
622,622,Outside BBMP Limits,Outside BBMP Limits,"Thyagadahalli,THAYADAHALLI,IN FRONT OF GOVT. PRIMARY SCHOOL",13.174308,77.394771
623,623,Outside BBMP Limits,Outside BBMP Limits,"Betta Halli Palya,BETTAHALLI PALYA,BESIDE OPEN AREA",13.16475,77.394318
624,624,Outside BBMP Limits,Outside BBMP Limits,"Kannamangala,KANNAMANGALA,OPPOSITE OF ARALIKATTE",13.196397,77.410381
625,625,Outside BBMP Limits,Outside BBMP Limits,"Arjuna Bettahalli,ARJUNA BETTAHALLI,IN FRONT OF BASAVANNA TEMPLE",13.159787,77.418912
626,626,Outside BBMP Limits,Outside BBMP Limits,"Goravanahalli,GORAVANAHALLI,BESIDE OPEN AREA",12.97929676,77.34421729
627,627,Outside BBMP Limits,Outside BBMP Limits,"KHB Colony,GORAVANAHALLI,BESIDE OPEN AREA",12.982368,77.346683
628,628,Outside BBMP Limits,Outside BBMP Limits,"Handhigutte,HANDIGUNTE,BESIDE OPEN AREA",12.98705,77.347875
629,629,Outside BBMP Limits,Outside BBMP Limits,"Rangappana Palya,RANGAYYANA PALYA,BESIDE OPEN AREA",12.992812,77.349555
630,630,Outside BBMP Limits,Outside BBMP Limits,"Leelavathi Estate,OPPOSITE OF LEELAVATHI ESTATE",13.000929,77.349888
631,631,Outside BBMP Limits,Outside BBMP Limits,"Tore Kempahalli,THOREKEMPANAHALLI,IN FRONT OF MILK DAIRY",13.119902,77.330255
632,632,Outside BBMP Limits,Outside BBMP Limits,"Byrasandra,BYRASANDRA,IN FRONT OF ANJANEYA TEMPLE",13.10975,77.329322
633,633,Outside BBMP Limits,Outside BBMP Limits,"Jogi Palya Gate,BESIDE OPEN AREA",13.104767,77.328461
634,634,Outside BBMP Limits,Outside BBMP Limits,"Hosapalya,IN FRONT OF WATER TANK",13.099647,77.327338
636,636,Outside BBMP Limits,Outside BBMP Limits,"Mudla Palya,IN FRONT OF VEERANJANEYA SWAMY TEMPLE",13.095036,77.332489
637,637,Outside BBMP Limits,Outside BBMP Limits,"Thore Palya Gate,BESIDE OPEN AREA",13.094824,77.338387
638,638,Outside BBMP Limits,Outside BBMP Limits,"HanumantheGowdana Palya,HANUMANTHE GOWDANA PALYA,OPPOSITE OF MILK DAIRY",13.093381,77.343935
639,639,Outside BBMP Limits,Outside BBMP Limits,"Yelachagere Cross,YELACHAGERE,BESIDE OPEN AREA",13.092611,77.359315
640,640,Outside BBMP Limits,Outside BBMP Limits,"Kempalingana Halli,KEMPALINAGANAHALLI,IN FRONT OF PROVISION STORE",13.094641,77.374677
641,641,Outside BBMP Limits,Outside BBMP Limits,"Chikkamaranahalli,CHIKKAMARANAHALLI,IN FRONT OF ANJANEYA TEMPLE",13.090403,77.323203
642,642,Outside BBMP Limits,Outside BBMP Limits,"Chikkamarana Halli Colony,CHIKKAMARANAHALLI COLONY,IN FRONT OF WATER TANK",13.096574,77.322631
644,644,Outside BBMP Limits,Outside BBMP Limits,"Yelachagere,YELACHAGERE,IN FRONT OF BASAVANNA TEMPLE",13.103811,77.348402
645,645,Outside BBMP Limits,Outside BBMP Limits,"Hemapura,HEMAPURA,IN FRONT OF GANESHA TEMPLE",13.123482,77.280885
646,646,Outside BBMP Limits,Outside BBMP Limits,"Rangenahalli,RANGENAHALLI,IN FRONT OF GOVT. PRIMARY SCHOOL",13.113114,77.284963
647,647,Outside BBMP Limits,Outside BBMP Limits,"Bittasandra,BITTASANDRA,BESIDE OPEN AREA",13.107933,77.287486
648,648,Outside BBMP Limits,Outside BBMP Limits,"BITTASANDRA COLONY,BITTASANDRA COLONY,BESIDE OPEN AREA",13.105812,77.294221
649,649,Outside BBMP Limits,Outside BBMP Limits,"Kuppemala,KUPPEMALA,IN FRONT OF REVANNA SIDDESHWARA HOTEL",13.105597,77.299644
650,650,Outside BBMP Limits,Outside BBMP Limits,"KALLI PALYA,KALLI PALYA,IN FRONT OF WATER TANK",13.105354,77.30442
651,651,Outside BBMP Limits,Outside BBMP Limits,"KAMBADA KALLU,KAMBADA KALLU,BESIDE OPEN AREA",13.09979,77.311212
653,653,Outside BBMP Limits,Outside BBMP Limits,"Yennigere,YENNIGERE,IN FRONT OF POST OFFICE",13.094457,77.300275
656,656,Outside BBMP Limits,Outside BBMP Limits,"Jodi Ragi Thimmasandra,JODI THIMMASANDRA,IN FRONT OF MARAMMA TEMPLE",13.204789,77.420316
657,657,Outside BBMP Limits,Outside BBMP Limits,"Mallara Banavadi,MALLARABANAWADI,IN FRONT OF ARALI KATTE",13.074147,77.380042
658,658,Outside BBMP Limits,Outside BBMP Limits,"Hanchipura,HANCHIPURA,IN FRONT OF ARALI KATTE",13.067098,77.372213
662,662,Outside BBMP Limits,Outside BBMP Limits,"Hesaraghatta Indo Danish Farm,HASARAGHATTA,BESIDE OPEN AREA",13.162359,77.480865
667,667,Outside BBMP Limits,Outside BBMP Limits,"Shivakote,SHIVAKOTE,BESIDE OPEN AREA",13.133902,77.514765
668,668,Outside BBMP Limits,Outside BBMP Limits,"Kurubarahalli Cross,KURUBARAHALLI CROSS,BESIDE OPEN AREA",13.12677,77.51969
669,669,Outside BBMP Limits,Outside BBMP Limits,"Chikka Byalakere,CHIKKA BYLAKERE,BESIDE OPEN AREA",13.119757,77.5215
670,670,Outside BBMP Limits,Outside BBMP Limits,"Dodda Byaladakere,DODDABYALA KERE,BESIDE ANJANEYA TEMPLE",13.112617,77.525015
671,671,Outside BBMP Limits,Outside BBMP Limits,"Meda Agrahara Cross,MEDA AGRAHARA,BESIDE BISMILLA PROVISION STORES",13.10132,77.530613
672,672,Outside BBMP Limits,Outside BBMP Limits,"Lakshmipura Cross,LAKSHMIPURA,BESIDE MAHALAKSHMI ELECTRICALS",13.092165,77.534033
673,673,Outside BBMP Limits,Outside BBMP Limits,"Kanksha nagar ,KANSHIRAM NAGARA CROSS,BESIDE OPEN AREA",13.090627,77.538943
674,674,Outside BBMP Limits,Outside BBMP Limits,"Mylappanahalli,MADAPPANAHALLI,BESIDE OPEN AREA",13.148564,77.551859
675,675,Outside BBMP Limits,Outside BBMP Limits,"Mavallipura,MAVALLIPURA,BESIDE SOCIETY",13.127773,77.528768
676,676,Outside BBMP Limits,Outside BBMP Limits,"Kakolu,KAKOLU GATE,BESIDE OPEN AREA",13.183946,77.518676
677,677,Outside BBMP Limits,Outside BBMP Limits,"Seetha Kempanahalli,SEETHA KEMPANAHALLI,BESIDE ANJANEYA TEMPLE",13.171353,77.518651
678,678,Outside BBMP Limits,Outside BBMP Limits,"Linganahalli,BESIDE OPEN AREA",13.15807,77.523967
679,679,Outside BBMP Limits,Outside BBMP Limits,"Hesaraghatta Village,HASARAGHATTA,BESIDE OPEN AREA",13.137378,77.480386
680,680,Outside BBMP Limits,Outside BBMP Limits,"Madhugirihalli,MADHUGIRI HALLI,BESIDE SRI DHARMUNI SWAMY TEMPLE",13.127888,77.507179
682,682,Outside BBMP Limits,Outside BBMP Limits,"Guni Agrahara,GUNI AGRAHARA,BESIDE ANJANEJYA TEMPLE",13.098305,77.525195
683,683,Outside BBMP Limits,Outside BBMP Limits,"Layout Guniagrahara,GUNI AGRAHARA LAYOUT,BESIDE WATER TANK",13.09327,77.528665
685,685,Outside BBMP Limits,Outside BBMP Limits,"Muttugadahalli Linganahalli,IN FRONT OF PUJAMMA TEMPLE",13.141302,77.526331
686,686,Outside BBMP Limits,Outside BBMP Limits,"Madappanahalli,MADAPPANAHALLI,OPPOSITE OF GOVT. MILK DAIRY",13.154109,77.540124
688,688,Outside BBMP Limits,Outside BBMP Limits,"Mylappanahalli Cross,MYLAPPANA HALLI,BESIDE GOVT. PRIMARY SCHOOL",13.136653,77.535105
689,689,Outside BBMP Limits,Outside BBMP Limits,"Kondashettihalli Byalakere,KONDU SHETTYHALLI,BESIDE  ANJANEYA TEMPLE",13.12633,77.514087
690,690,Outside BBMP Limits,Outside BBMP Limits,"Raghavendra Dhama,RAGHAVENDRA DHAMA,BESIDE RAGHAVENDRA DHAMA TEMPLE",13.114644,77.514907
692,692,Outside BBMP Limits,Outside BBMP Limits,"Rainbow Layout,RAINBOW LAYOUT,BESIDE RESIDENTIAL AREA",13.099166,77.538815
693,693,Outside BBMP Limits,Outside BBMP Limits,"MS Palya,MUNESHWARA LAYOUT,BESIDE OPEN AREA",13.095794,77.541374
694,694,Outside BBMP Limits,Outside BBMP Limits,"Lakshmipura MS Palya,LAKSHMIPURA,BESIDE ANGANAWADI KENDRA",13.086209,77.528822
695,695,Outside BBMP Limits,Outside BBMP Limits,"Veerasagara,VEERASAGARA,BESIDE JAI MARUTHI PROVISION STORE",13.105395,77.554353
696,696,Outside BBMP Limits,Outside BBMP Limits,"Somashettihalli,SOMASHETTIHALLI,BESIDE LIBRARY",13.08742,77.521103
697,697,Outside BBMP Limits,Outside BBMP Limits,"SOMASHETTIHALLI GATE,SOMASHETTIHALLI  GATE,BESIDE OPEN AREA",13.092893,77.523661
698,698,Outside BBMP Limits,Outside BBMP Limits,"Shiluvepura,SILAVE MAIN ROAD,BESIDE A-ONE BUSINESS CORNER",13.114286,77.501002
699,699,Outside BBMP Limits,Outside BBMP Limits,"Mylanahalli Chikka jala,OPPOSITE OF GOVERNMENT SCHOOL",13.185629,77.697137
700,700,Outside BBMP Limits,Outside BBMP Limits,"Chikkanahalli,OPPOSITE OF BYRAVESHWARA TEMPLE",13.183848,77.688816
701,701,Outside BBMP Limits,Outside BBMP Limits,"Beguru ,IN FRONT OF LAKSHMI NARASIMHA TEMPLE",13.183525,77.681131
702,702,Outside BBMP Limits,Outside BBMP Limits,"Muttugada Halli Chikka jala,MUTHUGADAHALLI,IN FRONT OF RESIDENTIAL AREA",13.182359,77.67306
703,703,Outside BBMP Limits,Outside BBMP Limits,"Shettigere Chikkajala,SHETTIGERE,OPPOSITE OF NARAYANAPPA TRADERS",13.179038,77.666711
704,704,Outside BBMP Limits,Outside BBMP Limits,"Dodda Jala ,DODDA JALA,IN FRONT OF BIG WATER TANK",13.177646,77.650903
705,705,Outside BBMP Limits,Outside BBMP Limits,"Minakunte Hosuru,DODDA JALA,OPPOSITE OF RAILWAY TRACK",13.180576,77.642109
706,706,Outside BBMP Limits,Outside BBMP Limits,"Chikkajala,IN FRONT OF GOVERNMENT SCHOOL",13.172599,77.633552
707,707,Outside BBMP Limits,Outside BBMP Limits,"Kadiganahalli Cross,IN FRONT OF RELIABLE REALTY",13.168011,77.631436
708,708,Outside BBMP Limits,Outside BBMP Limits,"Vidya Nagara Cross,IN FRONT OF SHIVALINGESWARA BAKERY",13.161113,77.626788
709,709,Outside BBMP Limits,Outside BBMP Limits,"Bettahalasuru cross,IN FRONT OF INDIAN OIL PETROL BUNK",13.156413,77.623499
710,710,Outside BBMP Limits,Outside BBMP Limits,"VIT Cross Devanahalli Road,OPPOSITE OF EMMVEE",13.15145,77.620402
711,711,Outside BBMP Limits,Outside BBMP Limits,"Bettahalasuru,BETTA ULSOOR,OPPOSITE OF AYYAPPA TEMPLE",13.161534,77.610922
712,712,Outside BBMP Limits,Outside BBMP Limits,"Sonnappanahalli,BETTA ULSOOR,OPPOSITE OF ANJANEYA TEMPLE",13.156484,77.615657
715,715,Outside BBMP Limits,Outside BBMP Limits,"Sugatta,BESIDE ALADAMARA",13.144614,77.603446
716,716,Outside BBMP Limits,Outside BBMP Limits,"Vishweshwaraiah College,BESIDE V.I.T.COLLEGE",13.150052,77.609002
718,718,Outside BBMP Limits,Outside BBMP Limits,Kuduregere,13.192204,77.600203
719,719,Outside BBMP Limits,Outside BBMP Limits,"Kuduragere Betta Halasuru,KUDUREGE,IN FRONT OF GOVERNMENT SCHOOL",13.185768,77.610478
721,721,Outside BBMP Limits,Outside BBMP Limits,"Thara Hunise,THARAHUNISE,IN FRONT OF ANJANEYA TEMPLE",13.178603,77.588072
722,722,Outside BBMP Limits,Outside BBMP Limits,Government School Tharahunise,13.176982,77.59025
723,723,Outside BBMP Limits,Outside BBMP Limits,Embassy Group,13.173797,77.595419
724,724,Outside BBMP Limits,Outside BBMP Limits,"Ramagere School Tharahunase,IN FRONT OF HANUMAN HOTEL",13.171521,77.598922
725,725,Outside BBMP Limits,Outside BBMP Limits,"Narayanapura,BESIDE RESIDENTIAL AREA",13.162655,77.601589
729,729,Outside BBMP Limits,Outside BBMP Limits,"Ittagalapura,ITKALPURA,BESIDE RESIDENTIAL AREA",13.170636,77.542531
730,730,Outside BBMP Limits,Outside BBMP Limits,Gowdahalli,13.226176,77.520217
731,731,Outside BBMP Limits,Outside BBMP Limits,"Haniyur,HANIYURU,BESIDE GOVT.PRIMARY SCHOOL",13.213174,77.514762
732,732,Outside BBMP Limits,Outside BBMP Limits,"Byrapura,BYRAPURA,BESIDE OPEN AREA",13.201783,77.522886
733,733,Outside BBMP Limits,Outside BBMP Limits,"Arakere,AREKERE,BESIDE RESIDENTIAL AREA",13.200221,77.538049
734,734,Outside BBMP Limits,Outside BBMP Limits,"Arakere Gate Byrapura,AREKERE COLONY,BESIDE OPEN AREA",13.184799,77.544217
735,735,Outside BBMP Limits,Outside BBMP Limits,"Vishwanathapura Byrapura,ADDE VISHWANATHAPURA,BESIDE GOVT.PRIMARY SCHOOL",13.186719,77.550937
737,737,Outside BBMP Limits,Outside BBMP Limits,"Honnenahalli,OPPOSITE OF MILK DAIRY",13.159828,77.566608
738,738,Outside BBMP Limits,Outside BBMP Limits,"Singanayakanahalli,OPPOSITE OF VINAYAKA TEMPLE",13.147843,77.569653
739,739,Outside BBMP Limits,Outside BBMP Limits,"Avalahalli Doddaballapura Road,IN FRONT OF INDIAN OIL PETROL BANK",13.13512,77.569247
740,740,Outside BBMP Limits,Outside BBMP Limits,"Budamanahalli,BUDAMANA HALLI,BESIDE GOVT.PRIMARY SCHOOL",13.19077,77.528419
741,741,Outside BBMP Limits,Outside BBMP Limits,"Chokkanahalli Cross,AREKERE SITE,BESIDE OPEN AREA",13.185754,77.540248
742,742,Outside BBMP Limits,Outside BBMP Limits,"Chokkanahalli Dibbur,CHOKKENAHALLI,BESIDE BASAVANNA TEMPLE",13.182997,77.538797
743,743,Outside BBMP Limits,Outside BBMP Limits,"Shanabhoganahalli Dibbur,SHANBOGANAHALLI,BESIDE RESIDENTIAL AREA",13.179077,77.531305
745,745,Outside BBMP Limits,Outside BBMP Limits,"Aradeshanahalli,IN FRONT OF MALIGESWARA AGENCY",13.222627,77.565284
746,746,Outside BBMP Limits,Outside BBMP Limits,"Aradeshanahalli Gate,OPPOSITE OF ANJANEYA TEMPLE",13.216606,77.552736
747,747,Outside BBMP Limits,Outside BBMP Limits,"Suradenapura Yelahanka Road,OPPOSITE OF G.K. BAKERY & SWEETS",13.204471,77.559116
748,748,Outside BBMP Limits,Outside BBMP Limits,"Sriramanahalli Cross,OPPOSITE OF MAHALAKSHMI TEMPLE",13.194885,77.562979
750,750,Outside BBMP Limits,Outside BBMP Limits,Tindlu,13.234342,77.594053
751,751,Outside BBMP Limits,Outside BBMP Limits,"Thindlu Cross,THINDLU,IN FRONT OF ALADAMARA",13.228459,77.599913
752,752,Outside BBMP Limits,Outside BBMP Limits,"Jalige,IN FRONT OF GOVT. GENERAL STORE",13.226053,77.584116
753,753,Outside BBMP Limits,Outside BBMP Limits,"Basavanapura Jalige,IN FRONT OF GOVT. MILK DAIRY",13.225575,77.576632
754,754,Outside BBMP Limits,Outside BBMP Limits,"Dyavarahalli,OPPOSITE OF ALADAMARA",13.239999,77.599157
755,755,Outside BBMP Limits,Outside BBMP Limits,"Sathanur Colony,SATHANURU,BESIDE TEMPLE",13.12795,77.646505
756,756,Outside BBMP Limits,Outside BBMP Limits,"Sathanuru,SATHANURU,BESIDE TEMPLE",13.131899,77.647457
757,757,Outside BBMP Limits,Outside BBMP Limits,"Bagaluru,BAGALURU,BESIDE ASHWATHA KATTE",13.134265,77.668974
758,758,Outside BBMP Limits,Outside BBMP Limits,MVJ Medical Hospital,13.079623,77.812258
759,759,Outside BBMP Limits,Outside BBMP Limits,Hosakote Bus Stand,13.077186,77.799635
760,760,Outside BBMP Limits,Outside BBMP Limits,Channabyregowda Circle,13.071671,77.786612
761,761,Outside BBMP Limits,Outside BBMP Limits,Hosakote High School,13.069948,77.783483
762,762,Outside BBMP Limits,Outside BBMP Limits,Hosakote Kodi,13.056218,77.767718
763,763,Outside BBMP Limits,Outside BBMP Limits,Boodigere Cross,13.045934,77.749838
764,764,Outside BBMP Limits,Outside BBMP Limits,"Avalahalli ,AVALAHALLI,IN FRONT OF GEETHA HOSPITAL",13.03588,77.735266
765,765,Outside BBMP Limits,Outside BBMP Limits,"Hirandhalli,HIRANDAHALLI,OPPOSITE OF SOCIETY",13.045827,77.722718
766,766,Outside BBMP Limits,Outside BBMP Limits,"Bidrahalli,BIDRAHALLI,IN FRONT OF MILK DAIRY",13.060167,77.716147
767,767,Outside BBMP Limits,Outside BBMP Limits,"Gundur,GUNDURU,IN FRONT OF KRISHNA ANJANEYA TEMPLE",13.086693,77.714944
768,768,Outside BBMP Limits,Outside BBMP Limits,"Marasandra Circle,MARASANDRA,IN FRONT OF ANJANEYA TEMPLE",13.099599,77.715198
769,769,Outside BBMP Limits,Outside BBMP Limits,"Chokkanahalli,CHOKKANAHALLI,OPPOSITE OF RAMA TEMPLE",13.113351,77.687933
770,770,Outside BBMP Limits,Outside BBMP Limits,"Marenahalli,MARENAHALLI,IN FRONT OF GOVERNMENT SCHOOL",13.119718,77.678632
774,774,Outside BBMP Limits,Outside BBMP Limits,"Bande Kodigehalli,BANDE KODIGEHALLI,BESIDE OPEN AREA",13.171047,77.690459
775,775,Outside BBMP Limits,Outside BBMP Limits,"Byala Halli,BESIDE OPEN AREA",13.169814,77.690018
776,776,Outside BBMP Limits,Outside BBMP Limits,"Basavana Gudi,BESIDE BASAVANNA TEMPLE",13.161079,77.684723
777,777,Outside BBMP Limits,Outside BBMP Limits,"Hoovinayakanahalli Gate,BESIDE OPEN AREA",13.15578,77.681284
778,778,Outside BBMP Limits,Outside BBMP Limits,"Colony Bagaluru,BAGALURU,BESIDE OPEN AREA",13.141833,77.671432
781,781,Outside BBMP Limits,Outside BBMP Limits,"Marenahalli Bande,MARENAHALLI,IN FRONT OF MILK DAIRY",13.119901,77.680003
782,782,Outside BBMP Limits,Outside BBMP Limits,"Doddaballapura,DODDABALLAPURA,BESIDE SHANTHOSH LODGE",13.293347,77.542259
783,783,Outside BBMP Limits,Outside BBMP Limits,"Bashatta Halli,IN FRONT OF GOVT.SCHOOL",13.261883,77.552625
787,787,Outside BBMP Limits,Outside BBMP Limits,"Hegganahalli,HEGGANAHALLI,IN FRONT OF GOVT. SCHOOL",13.218278,77.610119
788,788,Outside BBMP Limits,Outside BBMP Limits,"Nirvana Layout,SADAHALLI,IN FRONT OF GOVT. MIDDLE SCHOOL",13.212071,77.646562
789,789,Outside BBMP Limits,Outside BBMP Limits,"Kempathimmanahalli,OPPOSITE OF MUTARAYA SWAMI TEMPLE",13.223438,77.65462
790,790,Outside BBMP Limits,Outside BBMP Limits,"Kannamangala Palya,KANNAMANGALA PALYA,OPPOSITE OF ANJANEYA TEMPLE",13.221728,77.670036
791,791,Outside BBMP Limits,Outside BBMP Limits,"Buvana Halli Gate,DEVANAHALLI,OPPOSITE OF RED EARTH REAL ESTATE",13.22152,77.682063
792,792,Outside BBMP Limits,Outside BBMP Limits,"Devanahalli,DEVANAHALLI,IN FRONT OF ARCH",13.248631,77.715537
793,793,Outside BBMP Limits,Outside BBMP Limits,"Kempalingana pura,OPEN AREA",13.230635,77.664506
794,794,Outside BBMP Limits,Outside BBMP Limits,"T Hosalli,KANNAMANGALA PALYA,OPEN AREA",13.229416,77.670472
796,796,Outside BBMP Limits,Outside BBMP Limits,"Jn of NH-7,DEVANAHALLI,OPPOSITE OF TALUKU OFFICE",13.243905,77.709842
797,797,Outside BBMP Limits,Outside BBMP Limits,"Chikka Sanne,DEVANAHALLI,IN FRONT OF ANJANEYA TEMPLE",13.230244,77.691165
798,798,Outside BBMP Limits,Outside BBMP Limits,"Daba Gate,DEVANAHALLI,IN FRONT OF SHIRADI SAI BABA BAKERY",13.226262,77.687275
799,799,Outside BBMP Limits,Outside BBMP Limits,Palya Gate,13.221148,77.682369
800,800,Outside BBMP Limits,Outside BBMP Limits,"Bachahalli Gate,DEVANAHALLI,BESIDE OPEN AREA",13.212102,77.673366
801,801,Outside BBMP Limits,Outside BBMP Limits,"Kannamangala Gate Yalahanka Road,DEVANAHALLI,BESIDE OPEN AREA",13.206589,77.668305
802,802,Outside BBMP Limits,Outside BBMP Limits,Trumpet,13.199179,77.65798
803,803,Outside BBMP Limits,Outside BBMP Limits,"Sadahalli Gate,OPPOSITE OF STATE BANK OF MYSORE",13.190461,77.646072
804,804,Outside BBMP Limits,Outside BBMP Limits,"Tharabahalli Gate,OPPOSITE OF I.T.C.FACTORY",13.18825617,77.64444616
805,805,Outside BBMP Limits,Outside BBMP Limits,ITC Factory,13.186373,77.643082
806,806,Outside BBMP Limits,Outside BBMP Limits,"Doddajala,OPPOSITE OF J.A.B.COMPLEX",13.183234,77.640789
807,807,Outside BBMP Limits,Outside BBMP Limits,Bommawara,13.253828,77.671656
808,808,Outside BBMP Limits,Outside BBMP Limits,Akkipete,13.251075,77.699885
809,809,Outside BBMP Limits,Outside BBMP Limits,Avathi,13.298781,77.725645
810,810,Outside BBMP Limits,Outside BBMP Limits,Sai Baba Temple,13.267519,77.719844
811,811,Outside BBMP Limits,Outside BBMP Limits,"Devanahalli Govt Hospital,DEVANAHALLI,IN FRONT OF GOVERNMENT GENERAL HOSPITAL",13.257717,77.727011
812,812,Outside BBMP Limits,Outside BBMP Limits,Koyira Devana Halli Road,13.298067,77.629341
813,813,Outside BBMP Limits,Outside BBMP Limits,Chapparakallu,13.279301,77.625312
814,814,Outside BBMP Limits,Outside BBMP Limits,"Vishwanathapura,IN FRONT OF POLICE STATION",13.271987,77.649175
815,815,Outside BBMP Limits,Outside BBMP Limits,Kodimanchanahalli Gate Devanahalli Road,13.257818,77.699035
816,816,Outside BBMP Limits,Outside BBMP Limits,"New Devanahalli,DEVANAHALLI,IN FRONT OF SHANTHI SAGAR",13.245563,77.712718
817,817,Outside BBMP Limits,Outside BBMP Limits,"Rayasandra Gate,AYYAPPA NAGARA,IN FRONT OF AYYAPPA TEMPLE",13.23408279,77.72677244
818,818,Outside BBMP Limits,Outside BBMP Limits,"Southe Gowdana Halli,SOWTHE GOWDANAHALLI,OPPOSITE OF ANJANEYA TEMPLE",13.230742,77.730801
819,819,Outside BBMP Limits,Outside BBMP Limits,"Budihala,BUDIHAL,IN FRONT OF LAKSHMINARASHIMA SWAMY FLOUR MILL",13.224501,77.738402
820,820,Outside BBMP Limits,Outside BBMP Limits,"Daba Gate Sulibele Road,BUDIHAL,IN FRONT OF NEW AIRLINES DABA",13.222586,77.74124
821,821,Outside BBMP Limits,Outside BBMP Limits,"Channenahalli Gate,CHANNAHALLI,OPPOSITE OF MARUTHI TAILOR",13.212788,77.754948
822,822,Outside BBMP Limits,Outside BBMP Limits,"Hosahalli Gate,CHIKKA HOSAHALLI,BESIDE MAYURA GARDEN DHABA",13.207358,77.76291
823,823,Outside BBMP Limits,Outside BBMP Limits,"Nalluru Cross,HOSA NALLURU,BESIDE MOOKAMBIKA BRICK WORKS",13.20224,77.77158
824,824,Outside BBMP Limits,Outside BBMP Limits,"Arishinakunte Sulibele,ARASHINA KUNTE,OPPOSITE OF MILK DAIRY",13.20072,77.773531
825,825,Outside BBMP Limits,Outside BBMP Limits,"Balepura,BALEPURA,OPPOSITE OF GOVT. PRIMARY SCHOOL",13.197687,77.777164
826,826,Outside BBMP Limits,Outside BBMP Limits,"Sulibele Hoskote,VALMIKI NAGARA,OPPOSITE OF MAHALAKSHMI BAKERY",13.185123,77.798037
827,827,Outside BBMP Limits,Outside BBMP Limits,"Attibele,ATTIBELE,IN FRONT OF GOVT. HIGHER PRIMARY SCHOOL",13.16967,77.793931
828,828,Outside BBMP Limits,Outside BBMP Limits,"Sadappanahalli,SADAPANAHALLI,BESIDE OM SHAKTHI TRADERS",13.163028,77.79277
829,829,Outside BBMP Limits,Outside BBMP Limits,"Yanagunte,YENGUNTE,IN FRONT OF DOOR NO 35",13.15782871,77.79084356
830,830,Outside BBMP Limits,Outside BBMP Limits,"Kammasandra,KAMMASANDRA,BESIDE ANJANEYA TEMPLE",13.14997,77.781112
831,831,Outside BBMP Limits,Outside BBMP Limits,"Hasigala,HASIGALA,BESIDE MILK FEDERATION BUILDING",13.135308,77.774979
832,832,Outside BBMP Limits,Outside BBMP Limits,"Thimmasandra,THIMMASANDRA,BESIDE OPEN AREA",13.124293,77.773393
833,833,Outside BBMP Limits,Outside BBMP Limits,"Lakkondahalli Cross,LAKKONDAHALLI,BESIDE OPEN AREA",13.117188,77.773491
834,834,Outside BBMP Limits,Outside BBMP Limits,"Sanklipura,SHANKRIPURA,BESIDE PITTY SHOP",13.108118,77.775565
835,835,Outside BBMP Limits,Outside BBMP Limits,"Alappanahalli,ALAPPANAHALLI,BESIDE OPEN AREA",13.102155,77.777925
836,836,Outside BBMP Limits,Outside BBMP Limits,Shanimahathma Devasthana,13.09462,77.77864
837,837,Outside BBMP Limits,Outside BBMP Limits,"Kumbalahalli Gate,UPPARAHALLI,BESIDE OPEN AREA",13.088497,77.780833
839,839,Outside BBMP Limits,Outside BBMP Limits,"Vijayapura,VIJAYAPURA,IN FRONT OF POST OFFICE",13.295117,77.802111
840,840,Outside BBMP Limits,Outside BBMP Limits,"Darmapura,DHARMAPURA,BESIDE V.C.B. BRICKS WORKS",13.264363,77.80911
841,841,Outside BBMP Limits,Outside BBMP Limits,"Dinnur,DINNURU,BESIDE MILK DAIRY",13.252551,77.801981
842,842,Outside BBMP Limits,Outside BBMP Limits,"I Basapura,IBASAPURA",13.242193,77.821807
843,843,Outside BBMP Limits,Outside BBMP Limits,"Kurubarahalli,DODDAKURUBARA HALLI,OPPOSITE OF GOVT. HIGHER PRIMARY SCHOOL",13.225633,77.809319
844,844,Outside BBMP Limits,Outside BBMP Limits,"Ankana Halli,ANKANAHALLI,IN FRONT OF MILK DAIRY",13.204478,77.798611
845,845,Outside BBMP Limits,Outside BBMP Limits,Yeliyuru High School,13.25701887,77.76373381
846,846,Outside BBMP Limits,Outside BBMP Limits,DADDA THAMANGALA,13.26843565,77.76266072
847,847,Outside BBMP Limits,Outside BBMP Limits,"Naduvatti,NADAVATHI,IN FRONT OF GOVT.SCHOOL",13.005738,77.79634
